category,review_title,review_content,rating
Cell Phones & Smartphones,Brand new,I’m in love with the phone It looked just like how I saw it and I love it Thank you so much I recommend everybody to buy products from Company It is fast,5
Cell Phones & Smartphones,It's pretty good ,Charging port headphones do not work on phone tried even a brand new pair ,4
Cell Phones & Smartphones,One if the best iPhones for their value,It’s an amazing iPhone. Very powerful with a great camera system. The portrait mode makes it look like I’m a professional photographer,5
Cell Phones & Smartphones,Got a steal.,"Good value, big storage (256) and good battery life and excellent camera.",5
Cell Phones & Smartphones,Great!,"It looks brand new with no scratches and the charger sent with it is new as well, thank you!",5
Cell Phones & Smartphones,Great Product,In excellent condition and works perfectly.,5
Cell Phones & Smartphones,iPhone 8 plus,"a 256gb iPhone 8plus for less than $400 is an amazing deal.  phone was perfect, could've used a better charger..but that's no big deal.",5
Cell Phones & Smartphones,Great IPhone 8 Plus ❤❤❤❤,I love my new phone and EBay is a great company and they work with you 👏👏👏👏👏👏,5
Cell Phones & Smartphones,Awesome,"Very good product, no scratches and work perfectly fine... my wife love it",5
Cell Phones & Smartphones,Yay a like new phone!,I wanted an 8plus to replace my 3 yr old 6SPlus and you came thru!! Love it great phone for a fair price thank you,5
Cell Phones & Smartphones,Nice phone,"Great phone, really fast to load apps , very  good battery life.",5
Cell Phones & Smartphones,The best!!!,This is a great price and everything was as described. Also came 2 days early. Very pleased!!!,5
Cell Phones & Smartphones,Really great phone!,Wow! Love this phone! Great step up for me when my old phone died.,5
Cell Phones & Smartphones,iPhone 8 plus,Working great. good battery life,5
Cell Phones & Smartphones,It was a great deal!,In is a new iPhone 8plus with Parts including a headset. It allso had 3 different storing cases. I am very pleased with this deal.8,5
Cell Phones & Smartphones,A large phone,"Nice phone but much larger than expected, so big this phone is cumbersome at times.",5
Cell Phones & Smartphones,Great!,"Came fast, no hassle, in perfect condition and even had the SIM tool! Thank you!!",5
Cell Phones & Smartphones,iPhone 8 Plus 256 GB,Product exceeded my expectations. Very pleased.,5
Cell Phones & Smartphones,IS BIGER I CAN SEE MUCH BETTER EVERYTHING I LIKE IT GOOD SPEAKERS THE SOUND IS GREAT I LOVE it,I AM VERY HAPPY WITH IT THANK YOU VERY MUCH,5
Cell Phones & Smartphones,Lightweight and function good.,It just functions normally like many others. I do not see the defect. ,5
Cell Phones & Smartphones,wonderful,"Wonderful handset with all the accessories !!! no problem, everything beautiful everything new !!! Very happy, thank you very much.",5
Cell Phones & Smartphones,GREAT,phone was great and in great shape,5
Cell Phones & Smartphones,Hello,"Hello from St. Petersburg! Thank you for a great phone! Super, Respect and Respect!",5
Cell Phones & Smartphones,Excellent iPhone 8 Plus,This is a great solution as an upgrade at a more reasonable price over the iPhone X or the newer recently released models.,5
Cell Phones & Smartphones,Awesome Product,Thank you so much!!! The phone works perfectly and accessories are just fine.,5
Cell Phones & Smartphones,Excellent Just As Described ,Thanks so much. The IPhone 8 is in pristine condition. Works perfectly! ,5
Cell Phones & Smartphones,Nice phone,Works well nice picture quality,5
Cell Phones & Smartphones,Best bang for the buck,"Great phone, plus it still has a home button!!",5
Cell Phones & Smartphones,is not equal to the description,According to the photos and what I said in the description only had a scratch on the screen and came out to be that had several and the part of back Also.,2
Cell Phones & Smartphones,Awesome,"Great phone. It came and looked as new and it works like the 6S, just a lot faster.",5
Cell Phones & Smartphones,great buy,was very surprised came very quick and it was bigger then i thought,5
Cell Phones & Smartphones,Good,It's  a  good. It looks new.,5
Cell Phones & Smartphones,Fabulous,The phone came in pristine condition. Everything works.,5
Cell Phones & Smartphones,"Good Phone, wellcare internaly","The phone works perfectly, but they were some light scratches that i didnt know were there, so i thats was really dessapointed for me.But the remain things, were good.",3
Cell Phones & Smartphones,"Good product! great value, it is what they say",Good iPhone! Like new except a couple small scratches on glass,5
Cell Phones & Smartphones,Excellent iPhone 8 Plus ,"Received very fast,in new condition and works perfectly....",5
Cell Phones & Smartphones,Good Purchase,Satisfied with the product. Very robust and well functioning.,4
Cell Phones & Smartphones,great deal,a happy ending A+++,5
Cell Phones & Smartphones,Great,It was okThe phone work great,5
Cell Phones & Smartphones,Good,Verified purchase:  Yes | Condition: pre-owned | Sold by: gjenterprises1,5
Cell Phones & Smartphones,Iphone 8 plus 256 GB,"At least for first few days its running so well, hopefully it will be like this for at least next 3/4 years. I am hoping that too!",4
Cell Phones & Smartphones,It is okay,"The battery life is not really good, it usually requires charging frequently",4
Cell Phones & Smartphones,Awesome phone,"Was a little uncomfortable getting this phone from ebay just Because you never know, but I don’t regret it one bit",5
Cell Phones & Smartphones,it's lit,really satisfied!,5
Cell Phones & Smartphones,Great buy!,"I don’t know what small form factor means, but I do know that I am happy with my purchase!",5
Cell Phones & Smartphones,Amazing,Good phone for the price,5
Cell Phones & Smartphones,Very nice easy to look at,You got a steady customer with me,4
Cell Phones & Smartphones,Best product,As advertised.,5
Cell Phones & Smartphones,Great phone,Great phone. Really good camera. ,5
Cell Phones & Smartphones,Great looking and a great value!,Like new look and a great value! Easy setup and works like new! Fully unlocked and ready to go!,5
Cell Phones & Smartphones,Great Purchase!:),It’s a nice phone and works well!:),5
Cell Phones & Smartphones,Samsung 8  Plus was a dud!,"The phone was defective so was returned.  You could be charging it and while it was on an end table charging, it would randomly call people.",1
Cell Phones & Smartphones,iPhone X Impression,"Overall a very good product, but significantly overpriced. There are only a few  things that I would like to see changed:1. Make it easier to close an app. The current method involves taking four steps. First, swipe up; then pause and wait for the minus sign to appear; then press it; then swipe the slider to close the app. Apple needs to find a better way.2. Make it easier to close the IPhone. Holding down buttons on both sides of the unit is so awkward that I actually go to settings to close the phone. 3. Have four direction keys on the keyboard. Scrolling would be much easier. 4. Include a sound mixer to adjust base, mid and treble.5. Make it possible to adjust the size of the icons. There may be more because I just started using it and am still learning. Read full review...",4
Cell Phones & Smartphones,The Top smartphones on earth ,"The phones X is really full of technologies which give us the top features like very optimal form factor good quality picture, fast processor speed and lot of memory up to 512gb for super computer ready applications in professional universities research. Lawyers office specialist doctors. Apple working hard in getting Applications developers to port windows applications for personal and professional market on iPhone and Ipad Read full review...",5
Cell Phones & Smartphones,Best phone i’ve ever owned,"Where do i even start? this phone is just simply amazing to use, from the effortless unlocking with face id to the beautiful oled screen to the fast wireless charging and fast cable charging, not to mention that you can pick up a basically brand new one for around $850, i’ll start with the battery, it is the best battery i have ever used in an iphone, it easily lasts 12 hours with moderate use and i’ve even pushed it to 15 on low power mode, that combined with fast wireless charging means i don’t even have to think about charging it, just plunk it down on the wireless charger before bed wake up with a fully charged battery rinse and repeat. the screen is also the best i’ve ever seen on an iphone, everything is super crisp and surprisingly colour accurate for an oled, compared to samsung’s super saturated screens it is great. also no burn in to speak of whatsoever. the speakers are the best on any iPhone i’ve ever owned only being beat out by my iPad pro, they get super loud and pack a surprising amount of punch for their size. the cameras are also simply put amazing, i get perfect low light shots and vibrant daytime shots, along with portrait mode for the front and rear cameras and 4k 60 video you can’t go wrong. as for looks this is as good as it gets, this phone is simply beautiful, from the shiny glass back to the nearly bezel-less screen to the stainless steel around the body it is simplistically perfect, i get looks all the time walking down the street with this thing and some people have even stopped me to try it, side note this is the most solid iphone i’ve ever owner as well, there is no creaks or bumps and it feels like i’m holding something super rigid and solid.  no phone is perfect but this is damn near close to perfection in the phone world Read full review...",5
Cell Phones & Smartphones,You Can't Go Wrong With This Phone. Face ID is Awesome!,"I can't imagine a phone being any better than this.  My favorite feature is the Face ID.  This makes logging into my bank accounts so easy.  No more passwords and user names to remember.  I'm hoping that ALL websites implement the option to let you log in using Face ID in the future.  The display is crisp and clean.  The phone feels good in your hand.  The camera takes beautiful, clear video and pictures.  The phone is changes between screens and pulls up apps more quickly than my laptop.  I like the size of this phone.  Since there is no border around the edges of the screen, the display seems much larger than other phones its size.  I thought I'd miss the ""Home Button"" at the bottom of the display, but almost immediately after using my iPhone X for the first time, I realized how much better swiping up was compared to needing to use the home buton.  The only critisisms I have: 1)  the battery life isn't great.  2)  there is no jack to plug in wired headphones.  I almost always use Bluetooth headphones phones but it's nice to know you've got the option of plugging in headphones with wires as well.Read full review...",5
Cell Phones & Smartphones,Apple finally got it right.,"Apple packed a large, vivid display in a standard sized phone. Processor and touch response very fast with nearly no lag. An all around excellent product.  As a LONG time Apple user, I can finally say they have a phone that actually has great battery life.Read full review...",5
Cell Phones & Smartphones,Great value iPhone!,"Great value for this iphone XS! Fabulous camera, easy interfacing and user experience. The 256 GB size means you can store lots of photos, movies and music on it without bogging it down. Highly recommend this upgrade from an older model.Read full review...",4
Cell Phones & Smartphones,Overall very happy,Pros: Great camera and features.  Long battery life.  Beautiful Display.  Plenty of storage.Cons: Difficult to get used to no home button and the different swipes.,5
Cell Phones & Smartphones,Easy to work with,"The description of the IPhone X was that it was 100% functional but had some scratches, which is true but I didn’t expect as many scratches as there actually were on the phone. The whole back and sides were covered in them. That’s why I’m only giving 4 stars. But they were easy to work with and the return policy held up so I was satisfied.Read full review...",4
Cell Phones & Smartphones,Apple cheap but make good phone,Great Phone pricy líka all Apple products. Very bad charger included thankfully I had a iPad charger. Pretty cheap by Apple since competitive products include fast charger as a standard.,5
Cell Phones & Smartphones,Very happy with my purchase of IPHONE X,i am still exploring and learning the new features of the IPHONE X but impressed by the fast processing power and smart features,4
Cell Phones & Smartphones,"I haven't actually connected this phone to a service yet. It arrived as stated, absolutely brand new",Verified purchase:  Yes | Condition: new | Sold by: wren1700,5
Cell Phones & Smartphones,"Premium product, premium price","Amazing phone, but at an appropriate high price. Extremely fast, lots of memory, great screen. It's the top of the line iPhone (for now), so what do you expect.",5
Cell Phones & Smartphones,The iPhone X is quite nice!,I bought one for the first time for a sibling and then bought myself one too lol I’m not really into the FaceID but you don’t have to use it (I prefer passcode anyway.)Although I feel the battery is quite average nothing mind blowing but still a super fast and well-sized phone! Give it a try if getting an iPhone for the first time 🙂Read full review...,5
Cell Phones & Smartphones,Nice phone to move up to at a reasonable cost,It is like all iphones an excellent product.  once you get used to not having a home button it is quicker and easier to use.  very sharp picture.  have not tried photos yet but they are supposed to be much sharper.  like it a  lot.  gave up an iphone6plus that we loved.Read full review...,5
Cell Phones & Smartphones,Condition is good,Cellphone was in great condition but battery life is around 80%Overall it is great i wish had more battery life. Thank you,4
Cell Phones & Smartphones,works perfectly,"This was my first big purchase off of eBay, which I got during the 10% off deal. I was a bit concerned bc I wasn't sure if it was as reliable as just getting via Apple or Amazon, but so far the phone's been working great!Read full review...",5
Cell Phones & Smartphones,Great phone / Great price!,"This bad boy is quick, efficient, perfectly sized “to-go”, and is a steal at this price!",5
Cell Phones & Smartphones,good value - reasonably priced,"better storage, battery life, screen size - reasonably priced",5
Cell Phones & Smartphones,Best iPhone yet,Love this phone. Specially the long battery life and face ID.,5
Cell Phones & Smartphones,Sent to Philippines,"Based from what I have read, it is a very good cp. I sent it to my niece in the Philippines so I can't tell how really good this cp is.My niece loves it very much and based from that I would say it is a very good cp.Read full review...",5
Cell Phones & Smartphones,This phone doesn’t work as he described,"I put my Verizon SIM card in right after a reset. The phone showed some signal bars for less than 10 seconds and then disappeared. I even took it to a Verizon store, and they didn’t even know why. Wasting your time and mine.Read full review...",3
Cell Phones & Smartphones,Awesomeness,"It is a great value, but only 1 of the 2 speakers work....I don't know if there's a way to change it or if it is just a defect.The other problem is that I don't get any reception in certain places, even though I have Unlimited data and 4G network.But, I still love the phoneRead full review...",5
Cell Phones & Smartphones,Even better than expected,Really quick and Face ID is very handy.,5
Cell Phones & Smartphones,So much I don’t know,"Well here the thing.. I have A lot to learn. But my kid had a emergency, her car broke down in the middle of nowhere... so I learned about location sharing. She talks about a lot it can do.. so I have much to learn.Read full review...",5
Cell Phones & Smartphones,Amazing iPhone!!,This iPhone X is incredibly fast! It's probably the best iPhone Apple has made so far! I love how huge this screen is and how durable it is as well! Thank you Apple!,5
Cell Phones & Smartphones,Good value,Battery life is awesome and one rund of charge last for more than 3 days with Wifi on. Small form factor is another nice thing and high performance. I think this is worth for the money.,5
Cell Phones & Smartphones,"Great phone, great price.","iPhone X 256 gb solid phone.  Battery life great.  Compared with phone co suppliers, I got a good deal on this phone.",5
Cell Phones & Smartphones,Great phone,"Great battery, the gsm and cdma capabilities are sick, great camera, super fast and responsive, big screen, great phone.",5
Cell Phones & Smartphones,Great phone in 2019,I bought this in 2019. It didn’t get bad just because the XS came out. In some ways it is better than my XS Max in that I don’t have the same connectivity issues with this SOC. Well worth it in 2019 especially if you can get one for around $700.Read full review...,5
Cell Phones & Smartphones,Good,"Delivery was fast. I waited a few weeks to write review to see if the phone had any issues, it has none, still goin great til today! I love it.",5
Cell Phones & Smartphones,"Great phone , battery life isn’t all that.","The battery doesn’t last entire day , I need to plug it in after 6-7 hours .",4
Cell Phones & Smartphones,iPhone x,Phone was exactly as advertised. Works great and is in excellent condition.,5
Cell Phones & Smartphones,iPhone X,"Best, most reliable, and fastest phone I’ve ever owned. I’ll never go back to Samsung or any other android device",5
Cell Phones & Smartphones,Couldn’t hold a signal,This phone couldn’t connect to cellular data at all in places where my iPhone 6s and 8 were able to function just fine. I had to send it back. ,1
Cell Phones & Smartphones,"Sweet device ,,,,smart device",Best thing I did this year sweet phone,5
Cell Phones & Smartphones,Refurbished iPhone X 256gb,"Exactly what I was looking for, great value for money.The phone looks line new.Does not come with earphones nor OEM charger and cable but that's ok.",5
Cell Phones & Smartphones,Great Phone,"Phone works wonderfully. Good graphics, storage, and battery life. Shipping was quick.",5
Cell Phones & Smartphones,Iphone X,good quality pictures and sound,4
Cell Phones & Smartphones,Earpiece problem,When I make a call I can barley hear the person on the call. And it sounds very muffled. When I put it on speaker it sounds fine. But the earpiece is the worst.,3
Cell Phones & Smartphones,lots of memory,The screen has a couple spots that don't work.,1
Cell Phones & Smartphones,"I like my new phone, I just wisj that I could get some instructions on all of the things that it does and how to customize it to be my best fit",Verified purchase:  Yes | Condition: new | Sold by: quickshipelectr...,5
Cell Phones & Smartphones,Thanks!!,Love my new IPhone X!!!!,5
Cell Phones & Smartphones,Good value,Good value. Phone had a few minor scratches but I put it in a Otterbox and they can’t be seen.,4
Cell Phones & Smartphones,Fast response,I needed to find something out about this product and as soon as I sent him a message he replied within the hour. Very responsive. ,5
Cell Phones & Smartphones,So far so good,So far so good. Shipped and delivered very quickly which was great.,5
Cell Phones & Smartphones,EXCELLENT EXPERIENCE 💕,Phone looks BRAND NEW and works the same! Will definitely buy from again and refer this company!,5
Cell Phones & Smartphones,Great price for a great phone!,I absolutely love this phone!!,5
Cell Phones & Smartphones,not brand new,This product is not brand new. It has already been activated.,1
Cell Phones & Smartphones,Wonderful,I love the phone ... best I have ever owned.,5
Cell Phones & Smartphones,Great Product,New.. so it is perfect.,5
Cell Phones & Smartphones,iPhone X,This is my fifth iPhone and this too is an excellent product.,5
Cell Phones & Smartphones,Great value,Awesome camera,5
Cell Phones & Smartphones,Great deal,Great value. Easy to remove SIM card from old iPhone and replace in new phone. Everything transferred and up and running!,5
Cell Phones & Smartphones,Apple iPhone X,It is an amazing iPhone and easy to use.,5
Cell Phones & Smartphones,Great Deal！,Loved this phone! Excellent condition! Even included warranty!,5
Cell Phones & Smartphones,Good Phone for the $,If you're on the Apple boat this is a great phone especially since the new ones are out now any you can get last years severely marked down.,5
Cell Phones & Smartphones,A little bigger than the iPhone 6 S but battery is MUCH MUCH BETTER - so far!,Verified purchase:  Yes | Condition: pre-owned | Sold by: smarter.phone.o...,5
Cell Phones & Smartphones,Great phone with a minor issue.,"The headset and speakers don't work to full capacity when I'm on the phone,",4
Cell Phones & Smartphones,As expected,"Great phone, long battery life, full screen, and reliable.",5
Cell Phones & Smartphones,Great,the phone turned out to be just as described in fact even better than describe.,5
Cell Phones & Smartphones,Iphone X,"Great product, love it",5
Cell Phones & Smartphones,Perfect,Thank you very much- been using for a few days and everything is on point! Thank you again :),5
Cell Phones & Smartphones,Great quality ,"Not bad, very good quality. It's just same as a new iphonex. ",5
Cell Phones & Smartphones,I like it,"Excellent bright screen,  large enough to watch videos but doesnt feel like a brick",5
Cell Phones & Smartphones,Goog phone,Phone was in excellent shape and worked as designed. ,5
Cell Phones & Smartphones,Very good,"Awesome phone, I’m happy with my purchase",5
Cell Phones & Smartphones,Good,Verified purchase:  Yes | Condition: refurbished | Sold by: armyvetrefurbs,5
Cell Phones & Smartphones,really really good item,"Almost new item,but a thin scratch on screen.100% battery.it is really good.i am so glad.",5
Cell Phones & Smartphones,Excellent!,Really great phone!  Easy to transfer data from one phone to another.,5
Cell Phones & Smartphones,Great buy,Very good for the Money now that higher price 11 is out,5
Cell Phones & Smartphones,"Looked good, did not work as well.",When I first got the phone it looked great. No cracks or scratch marks on the phone. I was able to turn it on and get it set up just fine. When I went to push it to vibrate so the sound wouldn't go off any more the vibrate did not work. The phone kept making sound even after all attempts were made to make the sound turn off. Even on the lowest setting and on sound off it would still ring and make sound. Also the volume on a call is super low. I could hardly hear anyone on the other end. Not a good value for what I paid for. I understand it was refurbished but not impressed.Read full review...,2
Cell Phones & Smartphones,Battery seems to be a little week.,"The battery seems week to me, requiring charging twice sometimes more per day.  But maybe this should be expected for a phone this age and refurbished.",4
Cell Phones & Smartphones,Great first phone!,"We wanted to get our daughter her first phone without spending too much money, and this was perfect.  The phone is in great condition and has everything she needs, but it's not too over the top for her first phone.Read full review...",5
Cell Phones & Smartphones,Great lightweight product,Great even better than expected got it with 3 days no scratches works perfectly,5
Cell Phones & Smartphones,It’s ok,The battery don’t charge long,3
Cell Phones & Smartphones,Awsome sauce phone,Great phone n loved the pic quality,5
Cell Phones & Smartphones,Great phone,Verified purchase:  Yes | Condition: refurbished | Sold by: emb-phones,5
Cell Phones & Smartphones,Apple I phone 6s,Excellent phone for the price,5
Cell Phones & Smartphones,I like it,Awesome product,5
Cell Phones & Smartphones,Good deal.,Nice deal,5
Screen Protectors,I pad screen protector,"Came in a good package, but that was were it ended!! Pull tap in corner to take cover off and it just pulled off... not a good start! Screen lines up ok but very hard to get all air out and does not take to the edges very well at all,Read full review...",2
Screen Protectors,Not tempted glass,"Nice packaging and quick postage but it's not what it says it is. I have several tempered glass screen protectors and they can't be bent, this claims to be tempered glass but it can nearly be bent in half so it is clearly plastic not glass. Would not recommend, do not buy.Read full review...",1
Screen Protectors,Hi,Hi I frot was good my on all ready and no bubbles with the extra tabs it makes it easier to put on good value for money recommend buying again,5
Screen Protectors,Excellent product,Protects your iPad from scratch damage! Easy to put on! No air bubbles ! Highly recommended,5
Screen Protectors,Great product,Very easy to use and durable too,5
Screen Protectors,very good,great product works well,1
Screen Protectors,very good,it came in just one day and the quality is very good. 100% recommend it,5
Screen Protectors,Screen Protector,Value for money and arrived on time,5
Screen Protectors,Fabulous,Does the job for good price. Already dropped it 3 times and it’s not broke. Fingers crossed it doesn’t,5
Screen Protectors,Good quality screen protector,Easy to apply and doesn’t leave bubbles,5
Screen Protectors,Good quality and price.,Verified purchase:  Yes | Condition: new | Sold by: finestbazaar15,5
Screen Protectors,Alright for the price,"Was okay for the price, except it’s not a bubble free installation and I can see every single finger print made.",3
Screen Protectors,Amazing,Amazing quality and very good for the price,5
Screen Protectors,Good item,Verified purchase:  Yes | Condition: new | Sold by: finestbazaar15,5
Screen Protectors,Thank you,Thank you right time,5
Screen Protectors,Perfect one,Verified purchase:  Yes | Condition: new | Sold by: finestbazaar15,5
Screen Protectors,Screen Wipes,I’m sorry to say that the wipes supplied to clean the screen prior to fitting the screen protector were too small to do a good job on a IPad screen. Maybe they would be fine for a phone screen but they are way too small for anything bigger.Read full review...,3
Screen Protectors,Perfect,Perfect product,5
Screen Protectors,Ideal,Does it’s job,5
Screen Protectors,Recommended,Go quality arrived in good time . Recommended,5
Screen Protectors,Absolutely brilliant,"Arrived early, and was packaged so professionally. Came with wipes to clean iPad screen first and a guide to stick on the screen protector properly. Definitely recommend!",5
Screen Protectors,Good Product,Does exactly what it needs to do,5
Screen Protectors,Perfect!,"Great screen protector, covers right to the edge of the iPad.",5
Screen Protectors,good product,super,5
Screen Protectors,Glass screen,Does what it says on the box,5
Screen Protectors,Great product,Great,5
Screen Protectors,very good package,safety package!,5
Screen Protectors,Ok from here,Verified purchase:  Yes | Condition: new | Sold by: finestbazaar15,5
Screen Protectors,Super Good!,Verified purchase:  Yes | Condition: new | Sold by: finestbazaar15,5
Screen Protectors,Perfect 👌🏽,Verified purchase:  Yes | Condition: new | Sold by: finestbazaar15,5
Screen Protectors,Thank you,Verified purchase:  Yes | Condition: new | Sold by: simply_uk_whole...,5
Screen Protectors,Thank you,Verified purchase:  Yes | Condition: new | Sold by: finestbazaar15,5
Screen Protectors,Good,Great thank you,5
Screen Protectors,What a shame :(,It broke within seconds of me putting it on using the recommended steps :( nevermind!,1
Screen Protectors,Broke,Arrived all shattered,2
Screen Protectors,Broken screen,Well it arrived after 3days and I opened it and it was all cracked,1
Screen Protectors,Love it perfect fit,Verified purchase: No,5
Screen Protectors,Broken when arrived,The glass is very fragile that it’s already broken when arrived.,1
Screen Protectors,Excelente,Todo Perfecto,5
Cell Phones & Smartphones,Great product,"I’m really liking this iPhone, I upgraded from a iPhone X to this model. ",5
Cell Phones & Smartphones,A solid baseline,"Aside from lack of a 3.5mm head jack, it's about as good of an iPhone as you can get without jumping up to the Face ID generation. I appreciate a small phone, and while not tiny, I find the regular sized iPhone to be manageable.Read full review...",5
Cell Phones & Smartphones,It's Okay,I switched from Android to try the iPhone 8 out. iOS 11 is showing some lack luster performances and glitches at the moment. Camera seems good. Sound is good and better than previous phones. Not easy to manage music and photos. In my opinion it's to expensive for what you getting.Read full review...,3
Cell Phones & Smartphones,Perfect phone for my needs,"I am not interested in the current trend of large format cell phones and this one is only slightly larger than the iPhone 4S I had. I particularly like the thumbprint feature (it actually works), the faster processing speed, and better notification settings. I've seen some comments about a short battery life but I have not noticed that. I do not, however, spend a lot of time reading articles, looking at Facebook, etc., so maybe that is why.Read full review...",4
Cell Phones & Smartphones,Very reasonable price for a great phone!,"Ordered the iPhone 8 looks brand new! It came with original packaging, charger and port, headphones and aux cord adapter. Would trust this purchase.",5
Cell Phones & Smartphones,Great value and like brand new,"Very pleased with the value of this phone! It's in nearly perfect shape and everything is working as expected. With a family of 4 iPhone users, I'm never buying a new phone again. Refurbed, unlocked is the way to go.Read full review...",5
Cell Phones & Smartphones,Like a new phone,"I get a couple of days on a single charge and that's better than I had expected. It was very well packaged and arrived two days earlier than the estimated time. It looks brand new, not a scratch or ding and included the charger and cable.Read full review...",4
Cell Phones & Smartphones,Works like new!,"Got the used iPhone 8 quick, and even though its used it looks brand new and works perfectly. Way cheaper than buying it new from Apple or even refurbished from Verizon.",5
Cell Phones & Smartphones,"Fast, Beautiful (Space Gray), Affordable, Capable, Awesome!","This phone is nice to use and doesn't suffer from the ostentatious trends of the bleeding edge. I highly recommend it if you want to prolong your need for a new device for at least a few more years. At least that's what I bought it for and I'm glad I did. It's snappy, charges quickly, makes nice noises, and is super fast to unlock—sometimes unlocking so quickly I don't get to see the lock screen. Also, the smaller form factor of the non-plus-sized iPhone is much more desirable, especially when one recognizes the importance of different devices for different activities and chooses to use the iPhone as a phone and not a recreation device for movies and books. Use it as a phone and you'll be happy with it over its larger sibling. Oh and it is just a hair thicker than the previous generation which makes it really nice to hold in the hand. Stop making phones so freakin' thin, Apple!!! We don't need it, it is actually counterproductive to the way we use our phones.Read full review...",5
Cell Phones & Smartphones,Quality phone at a great price,"The phone shipped very quickly and was in perfect consmetic condition as described. The phone pass all diagnosis tests at the Apple store with flying colors however, the battery had over 200 cycles and reported 93% health. A great phone for the price if you are comfortable with the fact the the phone has been previously used and does not come with a manufacturers warranty.Read full review...",4
Cell Phones & Smartphones,"Good? Nah, GREAT!","Honestly, I was hoping this product would maybe have a small scrape or bump, but NO. Hah! I was fooled! This iPhone 8 was in perfect condition! It looks pristine. Whatever scratches might've been on it are completely invisible to my eye. This item FAR exceeded expectations. Thank you so much!Read full review...",5
Cell Phones & Smartphones,Holding up great on all fronts,"Lots of computing power, an able antenna, and the right size to manage in your hand and pocket. Camera feels a bit outdated by now, though picture quality per se is high.",5
Cell Phones & Smartphones,iPhone 4 To iPhone 8 upgrade,"The battery life depends on how you the user operate your phone. If you run multiple applications simultaneously, browsing the internet, and general setting are not delimited for better privacy then possible your battery will decrease faster. However, in general, the iPhone 8 is an pretty reasonable cellphone.Read full review...",5
Cell Phones & Smartphones,Nice phone!,"Nice used phone, easy to set up, all features work as intended.  It is a used battery, so can’t expect new battery performance.  Overall big upgrade from old iPhone 6.",5
Cell Phones & Smartphones,Highly recommend.,"It did take a while to set up but what doesn't these days.  But most everything transferred over from my IPhone 6 easily.  It did actually encourage me to clean things up.  I am happy with IPhones but just needed more space to download music, etc.  Very happy with the camera quality as well.Read full review...",5
Cell Phones & Smartphones,Great phone for good value,I purchased this for my 13 year old son to replace his iPhone 6.  Came quickly as described.  Looks brand new and battery health good.  Happy with my purchase,5
Cell Phones & Smartphones,right size on the palm of the hand,"it a great phone, but it not capable to download any apps. that is a shame i try to download many apps but the phone says it not work on this devices",4
Cell Phones & Smartphones,Awesome iPhone 8!,I upgraded my daughter’s iPhone 6 to an IPhone 8 for her birthday. She loves the crisp pics of the camera and the longer battery life. We are extremely pleased with it and it looks like new for a reasonable price.Read full review...,5
Cell Phones & Smartphones,Great product,Great phone. Looks brand new you only know it's used bc of the description.,5
Cell Phones & Smartphones,Accurate,"I am having a problem with Apple ID but the phone works great. Battery life is days, and the camera is very nice. But I was updating from an antique. I will encourage my wife to update also.",5
Cell Phones & Smartphones,Iphone 8,I love my new phone.  Only thing I regret is not getting it earlier.  The buying experience was easy and safe.  Thank you,5
Cell Phones & Smartphones,Best Phone I’ve bought,Got here on earlier than expected and works perfect with Verizon. It also has 100% battery life which was surprising for a refurbished phone.,5
Cell Phones & Smartphones,9/10 great phone,"Condition and overall performance is 95%My only con about the phone is that it had 89% battery capacity.Overall the phone is great, looks great, no visible scratches.Yes, would reccomend!",4
Cell Phones & Smartphones,Very good phone but disapointing charger,This phone is more than expected for me. The battery life is pretty good. It looks original quality with no minor scratches at all. The only problem is the charger that comes with it. The phone can not be charged with that charger.Read full review...,4
Cell Phones & Smartphones,Perfect phone!,"Love this phone, so much better than my iPhone 6! Battery life is amazing and super fast and perfect size.",5
Cell Phones & Smartphones,Take us out Scotty!!,Nice phone for a fair price.  Takes a little getting used to.  Of course I am am old dinosaur.  How did I ever grow up without a cell phone??,5
Cell Phones & Smartphones,Working well,"This is a good step up from the original iPhone SE. Just a little bigger, but a lot faster and with a great display.",5
Cell Phones & Smartphones,Great deal on used phone. So far so good.,"Nice deal on a perfectly operable iPhone 8. No need to buy a new one when there are high quality used on the market. Reduces your e waste too. Came with free glass screen protector already on it. The screen protector is a little scratched, but hey, I wasn't even expecting there to be one. Plus the real screen underneath is perfectly fine.Read full review...",5
Cell Phones & Smartphones,Great Value!,The phone arrived and appeared as brand new.  It works great and does what it was designed to do.  I am a happy customer.,5
Cell Phones & Smartphones,"great phone, great price","much faster than our previous phones, fitted them with otterbox defenders that make them very comfortable to hold (haven't dropped them yet, fingers crossed), typical Apple product- it just works",5
Cell Phones & Smartphones,Tremendous noise/feedback during a call.,The phone has a great deal of feedback noise or interference during a call. The caller can't hear it but the person they called experiences the noise. It happens on every call. I added the phone to my verizon account with no problem. The purchase went through without a hitch. But the phone doesn't make clear calls.Read full review...,1
Cell Phones & Smartphones,Worth it now.,"When they first came out, they were so expensive, but now they are reasonably priced. The new chip is fast, but looking at all the damaged ones, I would strongly recommend buying a bomb proof case for it, that just disallows wireless charging.Read full review...",5
